course_code,course_title,section,grades_count,avg_gpa,std_dev,median_gpa,pct_A,pct_B,pct_C,pct_D,pct_F,pct_P,pct_I,pct_AU,pct_W_AW,letters_count,term,faculty
ENG 202,Numerical Methods inEngineering,1L,62,3.17,0.64,3.33,39.1,42.2,12.5,3.1,0.0,0.0,0.0,0.0,,64,SP2026,SaltanatAkhmadi
ENG 202,Numerical Methods inEngineering,2L,73,2.64,0.79,2.67,13.7,47.9,27.4,11.0,0.0,0.0,0.0,0.0,,73,SP2026,Md. Hazrat Ali
ENG 202,Numerical Methods inEngineering,3L,30,2.42,1.13,2.67,22.6,29.0,25.8,12.9,6.5,0.0,0.0,0.0,,31,SP2026,Boris Golman
ENG 400,Capstone Project,1L,44,3.69,0.64,3.84,88.6,9.1,0.0,0.0,2.3,0.0,0.0,0.0,,44,SP2026,GalymzhanNauryzbayev
ENG 400,Capstone Project,2L,46,3.59,0.24,3.67,73.9,26.1,0.0,0.0,0.0,0.0,0.0,0.0,,46,SP2026,Dhawal Shah
ENG 400,Capstone Project,2L,46,3.59,0.24,3.67,73.9,26.1,0.0,0.0,0.0,0.0,0.0,0.0,,46,SP2026,SabinaKhamzina
ENG 400,Capstone Project,3L,69,3.25,0.39,3.33,21.7,71.0,7.2,0.0,0.0,0.0,0.0,0.0,,69,SP2026,Mert Guney
ENG 400,Capstone Project,4L,46,3.47,0.38,3.67,56.5,41.3,2.2,0.0,0.0,0.0,0.0,0.0,,46,SP2026,Yerkin Abdildin
ENG 400,Capstone Project,4L,46,3.47,0.38,3.67,56.5,41.3,2.2,0.0,0.0,0.0,0.0,0.0,,46,SP2026,Essam Shehab
MAE 205,Material andManufacturing I,1L,71,2.5,0.81,2.67,9.6,45.2,28.8,13.7,0.0,0.0,2.7,0.0,,73,SP2026,Didier Talamona
MAE 206,Engineering Dynamics I,1L,76,2.56,0.99,3.0,11.7,53.2,15.6,13.0,5.2,0.0,0.0,0.0,,77,SP2026,Md. Hazrat Ali
MAE 302,Machine Elements Design,1L,58,2.06,0.8,2.16,0.0,31.7,36.5,19.0,4.8,0.0,0.0,0.0,,63,SP2026,Sherif Gouda
MAE 305,Fluid Mechanics II,1L,23,2.81,0.69,3.0,16.0,40.0,36.0,0.0,0.0,0.0,0.0,0.0,,25,SP2026,Sergey Spotar
MAE 306,Computer AidedEngineering,1L,57,3.64,0.68,4.0,70.0,21.7,0.0,1.7,1.7,0.0,0.0,0.0,,60,SP2026,KonstantinosKostas
MAE 350,Structural Mechanics II,1L,25,2.32,1.05,2.67,6.9,37.9,24.1,10.3,6.9,0.0,0.0,0.0,,29,SP2026,Didier Talamona
MAE 351,Vehicle Propulsion Systems,1L,39,3.27,0.52,3.33,42.5,45.0,10.0,0.0,0.0,0.0,0.0,0.0,,40,SP2026,AltayZhakatayev
MAE 454,Aerodynamics,1L,36,2.62,0.53,2.67,2.6,60.5,28.9,2.6,0.0,0.0,0.0,0.0,,38,SP2026,Amgad Salama
MAE 457,Feasibility Analysis ofClean Energy Technologies,1L,41,3.17,0.47,3.33,24.4,65.9,9.8,0.0,0.0,0.0,0.0,0.0,,41,SP2026,YerbolSarbassov
MAE 463,Micro-Electro-MechanicalSystems and Microsystemstechnology,1L,33,3.02,0.35,3.0,8.8,82.4,5.9,0.0,0.0,0.0,0.0,0.0,,34,SP2026,GulnurKalimuldina
MAE 464,Mechanics of SoftMaterials,1L,29,3.26,0.44,3.33,34.5,58.6,6.9,0.0,0.0,0.0,0.0,0.0,,29,SP2026,GulnurKalimuldina
MAE 465,Introduction toMaintenance Engineering,1L,43,3.17,0.53,3.33,18.6,72.1,9.3,0.0,0.0,0.0,0.0,0.0,,43,SP2026,AltayZhakatayev
MAE 469,Fundamentals of SpaceFlight Dynamics,1L,17,2.63,0.96,2.67,16.7,50.0,16.7,5.6,5.6,0.0,0.0,0.0,,18,SP2026,Dmitriy Sizov
CSCI 111,Web Programming andProblem Solving,1L,32,2.79,0.72,3.0,12.5,56.2,25.0,6.2,0.0,0.0,0.0,0.0,,32,SP2026,Iliyas Tursynbek
CSCI 111,Web Programming andProblem Solving,2L,41,3.23,0.75,3.33,45.5,27.3,18.2,2.3,0.0,0.0,0.0,0.0,,44,SP2026,TalgatManglayev
CSCI 111,Web Programming andProblem Solving,3L,41,2.99,0.78,3.0,26.2,47.6,21.4,0.0,2.4,0.0,0.0,0.0,,42,SP2026,Irina Dolzhikova
CSCI 115,ProgrammingFundamentals,1L,73,2.89,0.89,3.0,26.9,41.0,16.7,7.7,1.3,0.0,0.0,0.0,,78,SP2026,Minho Lee
CSCI 115,ProgrammingFundamentals,2L,33,2.89,0.75,3.0,14.3,57.1,20.0,0.0,2.9,0.0,0.0,0.0,,35,SP2026,Minho Lee
CSCI 115,ProgrammingFundamentals,3L,35,3.26,0.5,3.33,26.2,50.0,7.1,0.0,0.0,0.0,0.0,0.0,,42,SP2026,Anwar Ghani
CSCI 115,ProgrammingFundamentals,4L,24,2.25,1.06,2.5,15.4,30.8,15.4,26.9,3.8,0.0,0.0,0.0,,26,SP2026,Sain Saginbekov
CSCI 151,Programming for Scientistsand Engineers,1L,37,1.59,1.21,1.67,4.8,16.7,28.6,14.3,23.8,0.0,0.0,0.0,,42,SP2026,Hashim Ali
CSCI 151,Programming for Scientistsand Engineers,2L,42,1.61,1.24,1.67,8.3,10.4,27.1,20.8,20.8,0.0,0.0,0.0,,48,SP2026,ShinnazarSeytnazarov
CSCI 152,Performance and DataStructures,1L,73,2.74,0.75,3.0,10.5,52.6,27.6,3.9,1.3,0.0,0.0,0.0,,76,SP2026,Jean MarieGuillaumeGerard deNivelle
CSCI 152,Performance and DataStructures,2L,120,2.72,0.71,2.84,6.6,63.1,26.2,0.0,2.5,0.0,0.0,0.0,,122,SP2026,Ben Tyler
CSCI 152,Performance and DataStructures,3L,52,2.71,0.83,2.67,17.3,50.0,26.9,1.9,3.8,0.0,0.0,0.0,,52,SP2026,Yesdaulet Izenov
CSCI 245,System Analysis and Design,1L,133,3.84,0.31,4.0,88.0,11.3,0.8,0.0,0.0,0.0,0.0,0.0,,133,SP2026,AskarBoranbayev
CSCI 262,Software ProjectManagement,1L,132,3.56,0.42,3.67,59.1,39.4,1.5,0.0,0.0,0.0,0.0,0.0,,132,SP2026,AskarBoranbayev
CSCI 270,Algorithms,1L,73,2.73,0.82,3.0,16.0,45.3,28.0,6.7,1.3,0.0,0.0,0.0,,75,SP2026,MeiramMurzabulatov
CSCI 270,Algorithms,2L,83,2.63,0.93,2.67,20.2,36.9,29.8,9.5,2.4,0.0,0.0,0.0,,84,SP2026,Adnan Yazici
CSCI 270,Algorithms,3L,75,2.63,0.86,2.67,13.2,43.4,34.2,5.3,2.6,0.0,0.0,0.0,,76,SP2026,MuhammedDemirci
CSCI 272,Formal Languages,1L,75,2.27,0.82,2.33,5.3,34.2,44.7,10.5,3.9,0.0,0.0,0.0,,76,SP2026,Ben Tyler
CSCI 272,Formal Languages,2L,90,2.1,1.02,2.33,4.2,35.4,32.3,11.5,10.4,0.0,0.0,0.0,,96,SP2026,Jean MarieGuillaumeGerard deNivelle
CSCI 272,Formal Languages,3L,72,2.17,0.85,2.33,8.0,24.0,46.7,13.3,4.0,0.0,0.0,0.0,,75,SP2026,MeiramMurzabulatov
CSCI 281,Human-ComputerInteraction,1L,5,2.13,1.38,2.33,0.0,33.3,33.3,0.0,16.7,0.0,0.0,0.0,,6,SP2026,Antonio Cerone
CSCI 307,Research Methods,1L,143,3.17,0.79,3.33,36.8,49.3,9.0,1.4,2.8,0.0,0.0,0.0,,144,SP2026,Michael Lewis
CSCI 307,Research Methods,2L,137,3.04,0.82,3.33,33.6,49.3,8.6,3.6,2.9,0.0,0.0,0.0,,140,SP2026,SaidaMussakhojayeva
CSCI 332,Operating Systems,1L,84,2.27,0.96,2.33,9.4,34.1,34.1,15.3,5.9,0.0,0.0,0.0,,85,SP2026,DimitriosZormpas
