registrar_id,course_code,pre_req,anti_req,co_req,level,school,description,department,title,credits,term
5005,CEE 200,,,,UG,SEDS,This course will introduce students the basics of the structural mechanics.,Civil and Environmental Engineering,Structural Mechanics I,6,Fall 2025
7732,ECON 548,ECON 501 Microeconomics I (2187) (B and above) AND ECON 512 Mathematical Economics (2154) (B and above) AND ECON 531 Econometrics (2505) (B and above),,,GrM,SSH,"This course covers many empirical methods used in research in market design and empirical industrial organization. We will use recent published papers to guide our study of these methods. We will cover five main topics (listed below). For each of these topics, students will learn models employed by economists and estimate those models using real economic data and the econometric techniques covered in class.  ",Economics,Structural Methods in Market Design,8,Fall 2025
1587,CHEM 410,CHEM 212 Organic Chemistry II (443) (C and above),,,UG,SSH,"This course will cover the basic theory of various classes of spectroscopy which include: Infrared (IR), 1D and 2D NMR techniques. The course will also cover mass spectrometry. The intention of the course is to train students in the elucidation of chemical structure. ",Chemistry,Structural Spectroscopy,8,Fall 2025
1199,BIOL 550,,,,GrM,SSH,"This course will cover the complex biological mechanisms from a cellular and molecular perspective, stressing integration of concepts as a key component to understand the relationship between different biological processes. ",Biological Science,Structural and Molecular Biology in Health and Disease,6,Fall 2025
5303,BIOL 850,,,,PhD,SSH,"The Structural and Molecular Biology in Health and Disease integrates cellular, molecular and quantitative biology with the study of human diseases, and explores fundamental questions related to the cellular and molecular pathways leading to the disease development both in human and not-human biological models. Four additional laboratory modules in cytometry and imaging cytometry.",Biological Science,Structural and Molecular Biology in Health and Disease,8,Fall 2025
4836,STUMOB 001,,,,ND,Other,N/A,Other,Student Mobility Course,0,Fall 2025
8077,GSBPHD 05,,,,PhD,GSB,"This course provides essential training for success as a researcher in areas such as Accounting, Business Economics, Finance, Management, Organizations, and Strategy. Its primary objective is to enhance the quality of your research projects and publications by fostering good research practices and improving writing skills. Additionally, the course offers opportunities to practice teaching by developing and presenting a course in your chosen business research area.",GSB,Subject Specific Course I,8,Fall 2025
8078,GSBPHD 06,,,,PhD,GSB,"This course introduces foundational studies in business research areas like Accounting, Business Economics, Finance, Management, Organizations, and Strategy. It focuses on understanding key studies, identifying important research issues, and learning research design, rather than covering the entire literature or recent studies. These skills are valuable for conducting and evaluating research.",GSB,Subject Specific Course II,8,Fall 2025
8079,GSBPHD 07,,,,PhD,GSB,"This course equips students with the skills to design and conduct rigorous empirical research in business areas such as Accounting, Business Economics, Finance, Management, Organizations, and Strategy. It also trains students to critically evaluate empirical findings in academic articles and the media, identifying strengths, weaknesses, and potential biases.",GSB,Subject Specific Course III,8,Fall 2025
7774,PETE 409,PETE 307 Production Engineering (6146) (C- and above) AND PETE 203 Drilling Engineering with Laboratories (5486) (C- and above),,,UG,SMG,"The first part of the course covers the basic concepts and techniques necessary to design, specify, and manage oil field surface production facilities. It clearly explains the equipment and processes used in joint separation, such as two-phase oil and gas or oil and water, oil and water treating systems, and the selection of piping and pumps. The second part of the course focuses on areas that primarily concern gas handling, conditioning, and processing facilities. Specific areas included are the process of dehydration, acid gas treatment, gas processing, the mechanical design of pressure vessels, compressors and pressure relief. Last but not least, the safety system topic is also covered. ",Petroleum Engineering,Surface Facilities,6,Fall 2025
1395,WLL 244,,,,UG,SSH,n/a,"Languages, Literature and Linguistics",Survey of Nineteenth-Century Russian Literature,6,Fall 2025
2158,LING 273,LING 131 Introduction to Linguistics (1394) (C- and above),,,UG,SSH,This course examines the manner in which language data and linguistic knowledge is produced and analyzed.,"Languages, Literature and Linguistics",Survey of Research Methods in Linguistics,6,Fall 2025
4779,BIOL 631,,,,GrM,SSH,"Topics of synthetic biology applications covered in the course include 1) metabolic engineering to produce biofuels and antibiotics, 2) biological macromolecule design for calculations, storing, retrieving and data processing, 3) biosensors, detectors of various analytes that contain a biological molecule and a physiochemical detector and 4)genomic DNA editing techniques and their applications.",Biological Science,Synthetic Biology,6,Fall 2025
5305,BIOL 831,,,,PhD,SSH,"This course will provide comprehensive knowledge about synthetic biology (SYNBIO), which is a new, powerful and rapidly developing cross disciplinary field involving biology and engineering.",Biological Science,Synthetic Biology,8,Fall 2025
4809,MECE 724,,,,GrM,SEDS,"
This course introduces students to recently developed and advanced techniques for solving modeling and control problems. The course presents theory and methodology for analysis and modeling of systems and signals, and methods for design and synthesis of advanced feedback controllers. The emphasis of this course will be on mathematical foundations and numerical methods for system modeling from physical properties, identification, and advanced control of dynamical systems.
",Electrical and Computer Engineering,System Modelling and Control,6,Fall 2025
6341,MPTX 506,MPTX 503 Principles of Pharmacology and Toxicology (5843) (C- and above) AND MPTX 504 Systemic Pharmacology I (5844) (C- and above),,,GrM,SoM,The course aims to provide students with the core knowledge about the action of drugs on various systems of the human body. ,MPTOX,Systemic Pharmacology II,6,Fall 2025
8477,SEDS 505,,,,GrM,SEDS,"Teaching and Practicum I offers MSc students in engineering disciplines hands-on experience in teaching and learning environments under the guidance of a faculty mentor. Students will participate in instructing and supervising undergraduate labs, practicum sessions, and classroom activities, gaining practical skills for both instructional and leadership roles. The course emphasizes the development of instructional materials, assessment strategies, and reflective teaching practices. By the end of the course, students will be able to design and implement instructional sessions, assess student performance, and critically evaluate their own experience. Ultimately, the course equips students with essential pedagogical skills for their professional development as educators in academic and laboratory settings.",Computer Science,Teaching and Laboratory Practicum I,6,Fall 2025
3809,GSBF 501,,,,GrM,GSB,"This course combines the essentials of effective team building with the essentials of effective business communication, which is a critical component for personal career and organizational success. There will be a component of group work so that students can practice the leadership skills of empowering others, leading with integrity, dealing with conflict, and leveraging the power of diversity at both an individual and cultural level.",GSB,Team Building and Business Communications,1,Fall 2025
4537,MSC 601,,,,GrM,SEDS,"This course provides the graduate students with skills to write their research reports and scientific articles in English with proper use of style and grammar, as required in international conferences and journals. This course also trains the graduate students to deliver effective and appealing professional and scientific presentations, with attention to best practices in the use of technical English and vocal-gestural communication.",Civil Engineering,Technical Communication,6,Fall 2025
4881,WCS 210,WCS 150 Rhetoric and Composition (2183) (C- and above),WCS 220  Science Writing (5686) (C- and above),,UG,SSH,This course presents students with practical information about communicating in different professional and technical discourse communities. ,Communication and Composition,Technical and Professional Writing,6,Fall 2025
8396,LING 579,,,,GrM,SSH,"This course is designed to give students an overview of the study of tense, aspect, modality and evidentiality (TAME) and their interrelatedness. The course covers a selection of approaches, with literature ranging from classical texts, via overview texts, to research articles. It concludes with a term paper.","Languages, Literature and Linguistics","Tense, Aspect, Modality and Evidentiality",8,Fall 2025
8397,LING 779,,,,PhD,SSH,"This course is designed to give students an overview of the study of tense, aspect, modality and evidentiality (TAME) and their interrelatedness. The course covers a selection of approaches, with literature ranging from classical texts, via overview texts, to research articles. It concludes with a term paper.","Languages, Literature and Linguistics","Tense, Aspect, Modality and Evidentiality",8,Fall 2025
8405,LING 479,LING 273 Survey of Research Methods in Linguistics (2158) (C- and above) AND (LING 375 The Art and Science of Analyzing Languages: Morphosyntax of the World's Languages (6237) (C- and above) OR LING 377 Historical Linguistics (7972) (C- and above) OR   () ( and above) OR LING 473 Advanced Empirical Methods in Linguistics (6244) (C- and above)),,,UG,SSH,"This course is designed to give students an overview of the study of tense, aspect, modality and evidentiality (TAME) and their interrelatedness. The course covers a selection of approaches, with literature ranging from classical texts, via overview texts, to research articles. It concludes with a term paper.","Languages, Literature and Linguistics","Tense, Aspect, Modality and Evidentiality",6,Fall 2025
5701,HST 274/WLL 274,,,,UG,SSH,"The course is devoted to the study of the shared base of methods and theories on which historians and literary scholars rely to find and read texts, and to understand those texts in the context in which they were produced, used, and understood. The course will consist of three units: elementary research methods and skills, overview and practical application of major critical theories, and advanced research methods and skills. ","History, Philosophy and Religious Studies, Languages, Literature and Linguistics",Texts and Contexts,6,Fall 2025
1036,ECON 326,ECON 201 Intermediate Microeconomics (133) (C- and above),,,UG,SSH,"The course is intended as an introduction to the economic analysis of financial markets. The main economic function of financial markets is the coordination of savings with investments. More generally, financial markets provide opportunities for the allocation of scarce resources over time and under risk. Time and risk are the two major themes of this course. Students taking this course will acquire an understanding of economists' approach to analyzing both how, and how well, financial markets organize inter-temporal allocation of scarce resources. Topics that can be covered in this course include: inter-temporal allocation by consumers and firms when future payments are certain/uncertain, portfolio theory, the capital asset pricing model, the efficient market hypothesis, insider trading, financial derivatives, and risk management. ",Economics,The Economics of Financial Markets,6,Fall 2025
2303,EDML 613,,,,GrM,GSE,"This core course focuses on the multilingual school, examining issues related to multilingual education theories, policies and practices.",MA in Multilingual Education,The Multilingual School,6,Fall 2025
4037,TUR 451,,,,UG,SSH,"This course addresses social consequences of Pamuk’s role  as an intellectual author who  relates “national tradition” and “international canon”.   Students will discuss the role of language and narration in shaping a person’s identity and perception of the external world during the semester.

",Kazakh Language and Turkic Studies,The Turkish Novel,6,Fall 2025
7755,WLL 340,,,,UG,SSH,"In my course, I propose to study Russian-language texts and films in which the Eastern person appears as an object of representation. The texts will be analyzed in light of the political and cultural situation in which they were created. Through analysis and discussion of texts and films of different genres and periods, the purpose of the course will be achieved: students will learn to understand how the image of the Eastern person was formed Russian-language culture and what features it included. This, in turn, will allow us to discuss the contribution of culture to cross-national relations between Russians and the peoples of Central Asia and Kazakhstan in the Soviet and post-Soviet periods.","Languages, Literature and Linguistics",The image of the East in Russophone literature and culture: genesis and meaning,6,Fall 2025
8542,MSN 501,,,,GrM,SoM,This course comprehensively explores and analyzes health behavior models and nursing theories as foundations for advanced nursing practice. Graduate students will deeply understand how various factors interconnect in behavior initiation and changes.,Master of Science in Nursing,Theoretical Foundations of Advanced Nursing,6,Fall 2025
5885,GEOL 302,GEOL 101 Fundamentals of Geology (4774) (D and above) OR GEOL 102 Fundamentals of Geology (4772) (D and above),,,UG,SMG," This course will cover the fundamentals of geochemistry and geochemical thermodynamics, and demonstrate with the aid of examples their usefulness in magmatic and metamorphic petrology. The content is the following:
•	Fundamentals of thermodynamics and their application in the Earth Sciences;
•	Phase diagrams for igneous and metamorphic petrology;
Trace element and isotope geochemistry for igneous and metamorphic petrology.",Geosciences,Thermodynamics and Geochemistry,6,Fall 2025
4605,DENG 796,,,,PhD,SEDS,Completion of thesis book and approval by Thesis Examination Arrangement Committee (TEAC) for submission to Thesis Committee for final defence.,School of Engineering,Thesis Completion,0,Fall 2025
4531,MINE 690,,,,GrM,SMG,The students will complete a full literature review for their research topic.,Mining Engineering,Thesis I,12,Fall 2025
2141,EAS 503,EAS 500 Introduction to Eurasia (1632) (C- and above) AND EAS 501 General Methodology (1633) (C- and above) AND EAS 502 Disciplinary Methodology (1379) (C- and above),,,GrM,SSH,"Students must write a thesis of 24,500 words based on original research over two semesters in the second year of the MA in Eurasian Studies",Area Studies,Thesis I,15,Fall 2025
5174,PETE 600,,,,GrM,SMG,"Master students in petroleum engineering work on their thesis in the second year. In this course, students will work on their research thesis, submit their thesis after successful completion of the work, and present their finding in an oral defence session. ",Petroleum Engineering,Thesis I,12,Fall 2025
3714,ECON 589,,,,GrM,SSH,"The aim of this course is to provide training in how to critically and systemically analyze economic issues

",Economics,Thesis I,8,Fall 2025
8595,GEOL 689,,,,GrM,SMG,"This course aims to train the students to identify relevant research problems, perform a continuous literature review on a research problem, and develop and implement an original methodology to investigate possible solutions to this problem.",Geosciences,Thesis I,18,Fall 2025
5337,DPP 690-0,,,,PhD,GSPP,Years 3 & 4 will involve thesis preparation and writing where the students will work closely with allocated supervisors who will agree regular progress meetings (minimum of 2 per semester).,PhD in Public Policy,Thesis Preparation and Writing,0,Fall 2025
5858,CHEM 691,,,,GrM,SSH,"The Thesis Proposal is designed to monitor the progress and develop understandings and skills to plan and conduct independent research at the Master of Science level. Following the supervisor’s recommendations, the student will develop a thesis proposal that will state a research problem or hypothesis, its background, and then outline a research strategy including the experimental approach, methods of data collection and interpretation to validate it. The Thesis Proposal constitutes a partial fulfillment of the Master of Science degree requirements, and it will be partially or fully incorporated into the final MS Thesis.
",Chemistry,Thesis Proposal,6,Fall 2025
5930,ROBT 691,,,,GrM,SEDS,"Students are led through the processes required to plan and initiate an independent research project that will make an original contribution to engineering knowledge. Students are required develop a research proposal based on literature analysis, and begin to execute the proposal.",Robotics and Mechatronics,Thesis Proposal,12,Fall 2025
5915,DS 693,SEDS 591 Research Methods (3184) (C- and above),,,GrM,SEDS,"Students are led through the processes required to plan and initiate an independent research project that will eventually lead to a thesis.  Early on, students are required to finalize their topic and secure the participation of a thesis advisor.  They must then develop a research proposal based on a literature analysis of the chosen topic, defend the proposal, and then begin the execution of the project.",Computer Science,Thesis Proposal,6,Fall 2025
3186,CSCI 693,SEDS 591 Research Methods (3184) (C- and above),,,GrM,SEDS,"The course requires students to select a suitable topic for thesis study, secure the participation of a thesis advisor, then generate and defend a thesis proposal",Computer Science,Thesis Proposal,6,Fall 2025
8547,GSBPHD 15,,,,PhD,GSB,The thesis proposal presentation is a comprehensive presentation of the student’s existing work toward his/her thesis as well as a proposal of the remaining steps to complete the thesis.,GSB,Thesis Proposal Presentation,10,Fall 2025
7318,DMAE 700,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semeste",Mechanical and Aerospace Engineering,Thesis Research,178,Fall 2025
5293,PETE 890,,,,PhD,SMG,A research plan is developed by the student in collaboration with the Program Advisor or Research Supervisor at the start of the semester outlining the research goals to be accomplished.  At the end of the semester the student files a research report which is graded (P/F) by the Program Advisor or Research Mentor (when selected).  The “in-progress” grade is submitted and maintained on the student’s transcript; credit is awarded on successful completion of thesis requirements.,Petroleum Engineering,Thesis Research,0,Fall 2025
5292,MINE 890-0,,,,PhD,SMG,A research plan is developed by the student in collaboration with the Program Advisor or Research Supervisor at the start of the semester outlining the research goals to be accomplished.  At the end of the semester the student files a research report which is graded (P/F) by the Program Advisor or Research Mentor (when selected).  The “in-progress” grade is submitted and maintained on the student’s transcript; credit is awarded on successful completion of thesis requirements.,Mining Engineering,Thesis Research,0,Fall 2025
5200,DMAE 700-0,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semester that will state a research problem/question/hypothesis, its background, outline a research strategy and experimental approach, method of data collection, interpretation and validation, and method of communication of the project results to others. The research plan is used as the basis for assessment of the student’s research progress.",Mechanical and Aerospace Engineering,Thesis Research,0,Fall 2025
5377,MATH 700-0,,,,PhD,SSH,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semester that will state a research problem/question/hypothesis, its background, outline a research strategy and experimental approach, method of data collection, interpretation and validation, and method of communication of the project results to others. The research plan is used as the basis for assessment of the student’s research progress.",Mathematics,Thesis Research,0,Fall 2025
7017,PHDGH 701-0,,,,PhD,SoM,"This course comprises the main work of the PhD in Global Health. In this course, students learn to independently conduct and plan research, review the literature, reflect on the direction of the project and conduct the research independently. Students elaborate a semester plan of action that will be reviewed at the end of the semester.  For the successful completion of this course, the student will submit a PhD Thesis, in which the student will demonstrate an original contribution to knowledge that is deemed to have high quality and international impact.",PHD,Thesis Research,0,Fall 2025
5177,DCHME 700-0,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semester that will state a research problem/question/hypothesis, its background, outline a research strategy and experimental approach, method of data collection, interpretation and validation, and method of communication of the project results to others. The research plan is used as the basis for assessment of the student’s research progress.",Chemical and Materials Engineering,Thesis Research,0,Fall 2025
5379,CSCI 700-0,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semester that will state a research problem/question/hypothesis, its background, outline a research strategy and experimental approach, method of data collection, interpretation and validation, and method of communication of the project results to others. The research plan is used as the basis for assessment of the student’s research progress.",Computer Science,Thesis Research,0,Fall 2025
5180,DELCE 700-0,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semester that will state a research problem/question/hypothesis, its background, outline a research strategy and experimental approach, method of data collection, interpretation and validation, and method of communication of the project results to others. The research plan is used as the basis for assessment of the student’s research progress.",Electrical and Computer Engineering,Thesis Research,0,Fall 2025
5171,DCEE 700-0,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semester that will state a research problem/question/hypothesis, its background, outline a research strategy and experimental approach, method of data collection, interpretation and validation, and method of communication of the project results to others. The research plan is used as the basis for assessment of the student’s research progress.",Civil and Environmental Engineering,Thesis Research,0,Fall 2025
7316,DCHME 700,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semeste",Chemical and Materials Engineering,Thesis Research,178,Fall 2025
7319,ROBT 700,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semeste",Robotics and Mechatronics,Thesis Research,178,Fall 2025
6264,DENG 700-0,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semester that will state a research problem/question/hypothesis, its background, outline a research strategy and experimental approach, method of data collection, interpretation and validation, and method of communication of the project results to others. The research plan is used as the basis for assessment of the student’s research progress.

",School of Engineering,Thesis Research,0,Fall 2025
7243,DENG 700,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semester that will state a research problem/question/hypothesis, its background, outline a research strategy and experimental approach, method of data collection, interpretation and validation, and method of communication of the project results to others. The research plan is used as the basis for assessment of the student’s research progress.",School of Engineering,Thesis Research,178,Fall 2025
7021,CHEM 798-0,,,,PhD,SSH,The course’s aim is to develop all the professional skills needed for independent research at the PhD level as well as to monitor the progression of the PhD thesis.,Chemistry,Thesis Research,0,Fall 2025
5381,ROBT 700-0,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semester that will state a research problem/question/hypothesis, its background, outline a research strategy and experimental approach, method of data collection, interpretation and validation, and method of communication of the project results to others. The research plan is used as the basis for assessment of the student’s research progress.

",Robotics and Mechatronics,Thesis Research,0,Fall 2025
5307,BIOL 800-0,,,,PhD,SSH,"The course’s aim is to develop all the professional skills needed for independent research at the PhD level as well as to monitor the progression of the PhD thesis.

",Biological Science,Thesis Research,0,Fall 2025
7317,DELCE 700,,,,PhD,SEDS,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the PhD level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semeste",Electrical and Computer Engineering,Thesis Research,178,Fall 2025
5838,PHDBS 701-0,,,,PhD,SoM,"For the research thesis students are expected to conduct research leading to new discoveries under the supervision of a faculty member. In the course of the 4 years, students are expected to become independent researchers able to design and conduct their own research.
",PHD,Thesis Research,0,Fall 2025
7320,PHDBS 701,,,,PhD,SoM,"For the research thesis students are expected to conduct research leading to new discoveries under the supervision of a faculty member. In the course of the 4 years, students are expected to become independent researchers able to design and conduct their ",PHD,Thesis Research,180,Fall 2025
5759,PHYS 600,,,,GrM,SSH,"This course is designed to monitor progress and develop understandings, skills, and outlooks to conduct original, independent research at the MS level. The student will develop (with the advisor’s guidance) a research plan at the beginning of the semester that will state a research problem/question/hypothesis, its background, outline a research strategy and experimental approach, method of data collection, interpretation and validation, and method of communication of the project results to others. The research plan is used as the basis for assessment of the student’s research progress.",Physics,Thesis Research      ,0,Fall 2025
8519,EDML 694,,,,GrM,GSE,EDML 691 Thesis Research 2 is the second of three required courses guiding students through their thesis in multilingual education.,MA in Multilingual Education,Thesis Research 2 ,0,Fall 2025
8149,GSBPHD 14,,,,PhD,GSB,"This course guides students in advancing their thesis research, focusing on refining research questions, methodology, and analysis. By the end, students will have a solid draft and a clear plan for completing their thesis.",GSB,Thesis Research Progress,0,Fall 2025
1294,MATH 446,MATH 322 Mathematical Statistics (1165) (C and above),,,UG,SSH,n/a,Mathematics,Time Series Analysis,6,Fall 2025
6439,EAS 514,,,,GrM,SSH,This course is an elective course in Eurasian humanities. It meets with a lower-level course.,Area Studies,Topics in Eurasian Social Sciences,8,Fall 2025
6438,EAS 512,,,,GrM,SSH,This course is an elective course in Eurasian humanities. It meets with a lower-level course.,Area Studies,Topics in Eurasian Studies,8,Fall 2025
5492,MATH 791,,,,PhD,SSH,This advanced-level course will introduce PhD students to the selected topics of mathematics.,Mathematics,Topics in Mathematics,8,Fall 2025
676,PLS 338,(PLS 140 Introduction to Comparative Politics (223) (C- and above) OR PLS 101 Introduction to Political Science (513) (C- and above)) AND PLS 210 Political Science Research Methods (129) (C- and above),,,UG,SSH,"This course provides an overview of the institutions, processes, and content of politics in the United States. ",Political Science and International Relations,U.S. Government and Politics,6,Fall 2025
6966,DCEE 773,,,,PhD,SEDS,"This course aims to acquaint students with the principles of unsaturated soil mechanics and its application to engineering practice under the effect of climatic conditions, such as: slope stability, retaining wall design, foundation design, soil-structure interaction.",Civil and Environmental Engineering,Unsaturated Soil Mechanics for Engineering Practice,8,Fall 2025
6422,GEOL 402,,,,UG,SMG,"This course will focus on the scientific basis for water resource management, including watershed delineation, hydrologic budget, contamination sources and water quality, water resource carrying capacity, wetlands protection, and the impact of climate change on the evolution of water resources. A local case study will be investigated by the students.",Geosciences,Water Resource Management,6,Fall 2025
5243,DPE 685,,,,PhD,GSPP,"Understand the concept of integrated water resources management (IWRM) through an inter-disciplinary approach, apply holistic models on IWRM for the development of better policy decisions and incorporate the complexities of transboundary water systems on policy frameworks.",PhD in Public Policy,Water Resources Policy and Management,8,Fall 2025
4525,MPE 685,,,,GrM,GSPP,"Understand the concept of integrated water resources management (IWRM) through an inter-disciplinary approach, apply holistic models on IWRM for the development of better policy decisions and incorporate the complexities of transboundary water systems on policy frameworks.",Master in Public Administration,Water Resources Policy and Management,8,Fall 2025
6352,CEE 460,CEE 305 Hydraulics and Hydrology (6177) (D and above),,,UG,SEDS,This course aims to present the fundamentals of Water Supply and Distribution Management. Students will learn to calculate and design Water Supply and Distribution systems and implement them into urban water infrastructure assets. ,Civil and Environmental Engineering,Water Supply and Distribution Management,6,Fall 2025
110,CSCI 111,,CSCI 101 Introduction to Computational Sciences (147) (D and above) OR CSCI 115 Programming Fundamentals (5257) (D and above) OR CSCI 151 Programming for Scientists and Engineers (192) (D and above) OR ENG 101 Programming for Engineers (4517) (D and above),,UG,SEDS,n/a,Computer Science,Web Programming and Problem Solving,6,Fall 2025
5883,PETE 304,PETE 203 Drilling Engineering with Laboratories (5486) (C- and above),,,UG,SMG,"This course provides the completion system with theoretical background in each section. The completion practices and equipment are designed along with perforating techniques for both onshore and offshore. Formation damage and treatment are also introduced. The use of artificial lift is discussed. Stimulation, fracturing and sand control technique are explained.",Petroleum Engineering,Well Completion and Stimulation,6,Fall 2025
5882,PETE 303,GEOL 101 Fundamentals of Geology (4774) (C- and above),,,UG,SMG,The course introduces the student to conventional open hole well logging techniques and log interpretation methods. The objective is to provide insight into basic well logging methods that are employed in formation evaluation and petrophysical analysis.,Petroleum Engineering,Well Logging and Formation Evaluation,6,Fall 2025
6140,CSCI 535,,,,GrM,SEDS,"Computer networks are the core of modern communication. The activities of modern communications mostly run over Internet Protocol and are computer-controlled. Furthermore, with the usage, and rapid developments of wireless technologies such as cellular networks (including 3G, 4G, 5G, wireless LAN) and infrastructure-less technologies  (Ad-Hoc Networks, WSNs), wireless communication systems have also become very important for modern communication. This course covers the distinct concepts and protocols in computer/communication network architectures. Addressing schemes, wireless variants of well-known routing and transport layer protocols, mobile IP and network design issues are considered.",Computer Science,Wireless Communication and Networks,6,Fall 2025
7019,ELCE 462,ENG 201 Applied Probability and Statistics (5505) (C- and above) AND (ELCE 308 Communication Systems (5922) (C- and above) OR ELCE 304 Computer Networks (5920) (C- and above)),,,UG,SEDS,"This course covers fundamental technologies of mobile information systems and wireless communication networks. It also provides a core grounding in how science and technology have developed to enable Wireless Networks. In addition, this course will provide a context to the discoveries and converging technologies that will springboard the next round of innovations.",Electrical and Computer Engineering,Wireless Networks ,6,Fall 2025
1193,HST 121,,,,UG,SSH,n/a,"History, Philosophy and Religious Studies",World History I (to 1500),6,Fall 2025
686,WLL 201,,,,UG,SSH,n/a,"Languages, Literature and Linguistics",World Literature I,6,Fall 2025
1969,WCS 390,"WCS 150 Rhetoric and Composition (2183) (B and above) AND (WCS 220  Science Writing (5686) (B+ and above) OR WCS 230 Say What you Mean: Clarity, Precision, and Style in Academic Writing (3026) (B+ and above) OR WCS 250 Advanced Rhetoric and Composition (3027) (B+ and above))",,,UG,SSH,Writing Fellows improve their writing skills and discuss issues surrounding mentoring and tutoring writing.	,Communication and Composition,Writing Fellows I – Composition and Collaboration in Theory and Practice ,6,Fall 2025
5969,PHDBS 708,,,,PhD,SoM,"This course teaches students in the Biomedical Sciences program to become more effective genre specific writers. This course highlights key characteristics of science writing and emphasizes the importance of organizing writing around research outcomes, communicating difficult discipline and statistical concepts clearly and effectively for scientific and general audiences. Focused on the writing stages of planning, drafting, and revising tests, this course teaches through engagement with scientific literature and activities based on practical examples and exercises. Students will analyze and produce common scientific writing genres while considering the rhetorical, ethical, and technical aspects of developing and producing texts. This course will also prepare students for the writing of their interim and final PhD theses. Topics include effective writing principles, writing process and anxiety-reduction methods, and the science-specific genres of IMRAD (research reports), grant writing, peer review, ethics in science writing, and writing for general audiences.",PHD,Writing for Biomedical Sciences,6,Fall 2025
4421,WCS 240,WCS 150 Rhetoric and Composition (2183) (C- and above),,,UG,SSH,"In this course, students will learn how to build and break down arguments and information in a variety of different modalities including text, image, audiovisual and web. This course combines the application rhetorical analysis to design, focusing on expanding students’ communication abilities beyond text and speaking. Students will develop composition skills across media through individual and group projects. Writing for Digital Media is suitable for students from any major who want to learn how to present their ideas and their research effectively to different audiences in multimodal environments. Coding and/or advanced proficiency with computers are not requirements for this course. This course satisfies the Core Curriculum Year 2 Writing & Communication requirement. ",Communication and Composition,Writing for Digital Media,6,Fall 2025
4497,MCHME 606,,,,GrM,SEDS,Advanced Heat and Mass Transfer focuses on the study and modeling of different types of heat and mass processes for various complex systems and apparatus in chemical engineering.,Chemical and Materials Engineering,Advanced Heat and Mass Transfer,6,Summer 2025
8412,ANT 583,,,,GrM,SSH,"Heritage is a global matter. In the broadest sense, heritage includes both the tangible and intangible elements of cultures—languages, local history and archaeology, special technologies, traditional arts and performances, architecture, cultural practices and beliefs. Such diverse areas are enriched by incorporating insights from multiple disciplines, such as anthropology, archaeology, history, museum studies, political science, public policy, human geography, and others. Now more than ever, academics and governments are supporting approaches which foster greater collaboration when it comes to heritage. Public heritage aims to bring together multiple voices from researchers, institutions, and public stakeholders to ensure a greater appreciation for and understanding of heritage. Learning how to make heritage meaningful to the public is key to its protection and preservation. This course aims to provide students with the opportunity to bridge the gap between academics and the community to have meaningful conversations about shared heritage and what its role might be in today’s world. Students will connect with local or international institutions, cultivate skills for communicating heritage matters, and develop their own heritage-specific projects to present publicly either on a digital platform or through an in-person event.",Sociology and Anthropology,Applied Public Heritage,8,Summer 2025
