registrar_id,course_code,pre_req,anti_req,co_req,level,school,description,department,title,credits,term
8099,CSCI 792,,,,PhD,SEDS,"This is a one-semester course intended for doctoral students in Computer Science. This course explores the interdisciplinary field of intelligent systems, focusing on the design, implementation, and application of systems that demonstrate human-like intelligence. The course covers foundational theories, algorithms, and methodologies used in developing intelligent systems, along with practical applications across various domains. Through a combination of lectures, discussions, case studies, and hands-on projects, students will gain a comprehensive understanding of intelligent systems and the skills needed to design and deploy them effectively.",Computer Science,Advanced Intelligent Systems,8,Fall 2025
4501,MMAE 605,,,,GrM,SEDS,"This course will be covering principles and applications of advanced/ nontraditional machining and additive manufacturing processes. In addition to that, aspect of lean manufacturing and life cycle assessment will be included as well. Under this course, student will be performing, laboratory project and term paper presentation on relevant topic.",Mechanical and Aerospace Engineering,Advanced Manufacturing Processes and Strategies,6,Fall 2025
5199,DMAE 765,,,,PhD,SEDS,"This PhD-level graduate course aims to provide deep understanding of advanced manufacturing terminology and introduces principles, techniques and applications of abrasive and non-conventional machining processes as well as additive manufacturing. Course topic also includes philosophies, and practices developed by world-class manufacturers to meet current manufacturing challenges, such as lean production. Students are expected to carry out an independent study by project and term paper on the related topics.",Mechanical and Aerospace Engineering,Advanced Manufacturing Processes and Strategies,8,Fall 2025
4498,MCHME 604,,,,GrM,SEDS,"Fundamentals, Operation, and Applications of Electron Microscopy, Spectroscopy, Diffraction, Calorimetry, and Thermogravimetric Analysis.",Chemical and Materials Engineering,Advanced Materials Characterization Methods,6,Fall 2025
5173,DCHME 762,,,,PhD,SEDS,"The main technologies for the production of high-value materials from polymers and ceramics, and daily used consumer care products, as well and the theory which underlies materials processing operations will be covered in this course.",Chemical and Materials Engineering,Advanced Materials Processing,8,Fall 2025
4496,MCHME 603,,,,GrM,SEDS,The main technologies for the production of high-value materials from polymers and ceramics and the theory which underlies materials processing operations will be covered in this course.,Chemical and Materials Engineering,Advanced Materials Processing,6,Fall 2025
8092,DMAE 772,,,,PhD,SEDS,"This course teaches the latest advances in engineered materials, with a particular focus on high-performance nanomaterials. Their applications in electronics, aerospace, automotive and human-machine interaction are being studied. The course discusses the properties and characteristics of nanomaterials, their integration with polymers, metals and fibre metal laminates and improving their mechanical performance and functional properties. It also teaches how to use machine learning tools and numerical modeling methods to predict mechanical behavior of composite materials.",Mechanical and Aerospace Engineering,Advanced Materials and Composites,8,Fall 2025
8104,MMAE 717,,,,GrM,SEDS,"This course teaches the latest advances in engineered materials, with a particular focus on high-performance nanomaterials. Their applications in electronics, aerospace, automotive and human-machine interaction are being studied. The course discusses the properties and characteristics of nanomaterials, their integration with polymers, metals and fibre metal laminates and improving their mechanical performance and functional properties. It also teaches how to use machine learning tools and numerical modeling methods to predict mechanical behavior of composite materials.",Mechanical and Aerospace Engineering,Advanced Materials and Composites,6,Fall 2025
7547,PHDGH 708,,,,PhD,SoM,Students will learn to identify key findings and apply models in global health research. The results will be put into context with existing and newly emerging scientific knowledge. Based on this the students will be expected to develop future scientific proposals to determining the direction in which his/her thesis is leading. The students will present the results they are obtaining in their research projects.,PHD,Advanced Methods in Global Health Research,6,Fall 2025
2968,ECON 305,ECON 201 Intermediate Microeconomics (133) (C- and above),ECON 398 General Special Topics in Economics (2184) (C- and above),ECON 211 Economic Statistics (2280) (D and above),UG,SSH,The course introduces students to major models in informational economics.,Economics,Advanced Microeconomics,6,Fall 2025
5286,MINE 701,,,,PhD,SMG,"This course provides students with a practical understanding of the application of the fundamental principles governing the behavior of geo-materials (soil, soft and hard rock) in surface and underground mining environments. It covers: firstly a review of some fundaments of geomechanics; then basic and more advanced applications of geomechanics and finally discusses the implementation of computational tools including numerical modeling, artificial intelligence and data analytics in geomechanics. ",Mining Engineering,Advanced Mine Geomechanics ,8,Fall 2025
7948,ECON 514,ECON 502 Macroeconomics I (2186) (C- and above),,,GrM,SSH,"The Course aims to equip students with a comprehensive understanding of the role of money, and how monetary policy influences economic activities and addresses its challenges.",Economics,Advanced Monetary Policy,8,Fall 2025
1061,ECON 414,(ECON 202 Intermediate Macroeconomics (207) (C- and above) AND ECON 301 Econometrics I (664) (C- and above)) OR (ECON 202 Intermediate Macroeconomics (207) (C- and above) AND MATH 322 Mathematical Statistics (1165) (C- and above)),,,UG,SSH,"The Course aims to equip students with a comprehensive understanding of the role of money, and how monetary policy influences economic activities and addresses its challenges.",Economics,Advanced Monetary Policy,6,Fall 2025
5295,ROBT 703,,,,PhD,SEDS,"This course aims to provide the state-of-the-art concepts relative to optimal control, in particular with application to robot motion planning.

",Robotics and Mechatronics,Advanced Optimal Control and Planning,8,Fall 2025
8473,CSCI 723,,,,PhD,SEDS,"This course is intended for PhD students interested in the efficient use of modern parallel systems. Topics such as parallel computer architecture, programming models, memory hierarchy, parallel program design and parallel programming tools for multi-core systems and general-purpose graphics processing units (GPGPUs) will be covered. This comprehensive overview will equip students with a broad understanding of the key approaches in heterogeneous programming. Students will engage in practical, hands-on projects utilizing real-world scientific models to tackle contemporary challenges and applications, including physics, chemistry, biology and trustworthy machine learning. In the second part, the course covers the most common and current GPU parallel programming techniques with lab-based programming assignments using CUDA API with C/C++ and Python.",Computer Science,Advanced Parallel Systems and GPU Programming,8,Fall 2025
8071,GEOL 502,,,,GrM,SMG,This course includes an introduction to the theory of petroleum formation and occurrence as well as state-of-the-art tools and techniques used in petroleum exploration and reservoir development.,Geosciences,Advanced Petroleum Geology,6,Fall 2025
8543,MSN 502,,,,GrM,SoM,The course emphasizes the practical use of advanced health assessment methods to conduct thorough and tailored health evaluations in diverse healthcare settings for patients of all ages.,Master of Science in Nursing,Advanced Physical and Health Assessment,6,Fall 2025
4807,MECE 702,,,,GrM,SEDS,"The general purpose of the module is to have the students exposed to modern DC-DC (Switched Capacitor and Flying Capacitor) and DC-AC (Neutral Point Clamped, Flying Capacitor, Cascade H-bridge) power converter topologies, their operation principles, methods of analysis and computer simulation.",Electrical and Computer Engineering,Advanced Power Electronics,6,Fall 2025
4533,DPP 616,,,,PhD,GSPP,"The Content of this module include the following: Identification of, access to and analysis of, social science qualitative databases relevant to public policy issues.
Main research methods associated with qualitative research: ethnography / participant observation; qualitative interviewing; focus groups; language based approaches to the collection of qualitative data, such as discourse and conversation analysis; the collection and qualitative analysis of texts and documents.
Sampling, reliability and validity in qualitative research.
Contrast between qualitative and quantitative research.
Critical review of qualitative research used as basis of evidence in public policy.

",PhD in Public Policy,Advanced Qualitative Methods,8,Fall 2025
4532,DPP 614,,,,PhD,GSPP,"The content of this module includes: the identification of, access to and analysis of, social science quantitative data bases relevant to public policy issues. Statistical techniques to explore relationships among variables (correlation; partial correlation; multiple regression; logistic regression; factor analysis; structural equation modelling). Statistical techniques to compare groups (non-parametric statistics; t-tests; multi-analysis of variance). Use of the above techniques to interrogate existing social science data bases. Critical review of quantitative research used as the basis of evidence in public policy.

",PhD in Public Policy,Advanced Quantitative Methods,8,Fall 2025
3027,WCS 250,WCS 150 Rhetoric and Composition (2183) (C- and above),,,UG,SSH,"This course builds upon the research skills, rhetorical concepts, and thesis-driven writing introduced in SHSS 150, with an aim toward situating writing within the social sciences and humanities. Students will critically read and practice writing in various genres they are likely to encounter in the social sciences and humanities. Students will analyze and discuss genres and rhetorical strategies within and across disciplines. Through a process of planning, drafting, and revision, students will develop their writing voice and produce rhetorically aware texts that are appropriate to their field including essays, a literature review, and a research paper. This course satisfies the Core Curriculum Year 2 Writing & Communication requirement. ",Communication and Composition,Advanced Rhetoric and Composition,6,Fall 2025
5298,ROBT 709,,,,PhD,SEDS,"The course aims to introduce the doctoral students to the state-of-the-art analytical tools and methods used for control system design.  The course will start with the modeling of physical systems in the frequency and state space domains. The student will master analytical tools such as Bode plots, root locus diagrams and phase plots. The second part of the course include frequency domain based control design (mainly focused on PID controllers) and then covers control system design in state space (linear quadratic regulators, servo-controllers, etc.). In the last part, students will glimpse to different advanced control algorithms such as model predictive control, adaptive control and soft-computing based control. The students will read and analyze advanced literature on the topic regularly.",Robotics and Mechatronics,Advanced Robot Dynamics and Control ,8,Fall 2025
5294,ROBT 701,,,,PhD,SEDS,"This course covers classical and advanced topics in robotics with particular emphasis on the dynamics and control of serial and parallel manipulators.

",Robotics and Mechatronics,Advanced Robot Manipulation and Mobility,8,Fall 2025
2882,RFL 303,,,,UG,SSH,"Entering with intermediate mid or intermediate high level of Russian proficiency, students will work on increasing their level to intermediate high and advanced low or mid.","Languages, Literature and Linguistics",Advanced Russian,8,Fall 2025
8070,GEOL 503,,,,GrM,SMG,"This course provides a state-of-the-art review of sedimentary systems including those formed in fluvial, lacustrine, deltaic, tidal, shoreline, and deep marine settings. Lectures include discussions, exercises, core and field studies, and consideration of modern and outcrop studies as an aid to subsurface activities.",Geosciences,Advanced Sedimentology,6,Fall 2025
8098,CSCI 737,,,,PhD,SEDS,"The primary aim of this doctoral-level course is to help students gain a solid understanding of Software Defined Networks.  The course will focus on the decoupling of the control plane and data plane with high level programming abstractions and orchestration.  Moreover, it will look at how the network operators can become more flexible in their management of complex network functions, including routing, traffic engineering, security, and resource control.  In addition, students will critically evaluate current research trends in Software Defined Networks. Finally, it will provide hands-on experience and practice to students, preparing them for real-world Software Defined Network implementations using Mininet, Mininet_WiFi, and/or Containernet.  ",Computer Science,Advanced Software Defined Networking,8,Fall 2025
4494,MCEE 604,,,,GrM,SEDS,"This course is designed to provide students a theoretical framework for the analysis of deformation and failure of soils with application to several practical problems. These include elasticity for linear deformation, plasticity models (including critical state model) for non-linear deformation and limit equilibrium analyses for important geotechnical problems.",Civil and Environmental Engineering,Advanced Soil Mechanics,6,Fall 2025
2157,SPA 314,SPA 202 Intermediate Spanish II (1842) (C- and above),,,UG,SSH,"The main objective of this course is to review and strengthen some of the major concepts of Spanish grammar and likewise to develop effectivewriting skills in Spanish, primarily for academic writing.","Languages, Literature and Linguistics",Advanced Spanish Grammar and Composition,6,Fall 2025
5314,MATH 740,,,,PhD,SSH,"The course covers theoretical foundations and applications of machine learning models. Topics include supervised methods for regression and classification (linear models, trees, neural networks, ensemble methods, instance-based methods), Bayesian parametric learning, density estimation and clustering, sequential models. Programming projects covering a variety of real-world applications are assigned.",Mathematics,Advanced Statistical Learning,8,Fall 2025
2394,MSC 615,,,,GrM,SEDS,This module covers applied statistical methods and probability for master students.,Civil Engineering,Advanced Statistics and Probability,6,Fall 2025
5523,DELCE 760,,,,PhD,SEDS,"This course introduces students to recently developed and advanced techniques for solving modeling and control problems. The course presents theory and methodology for analysis and modeling of systems and signals, and methods for design and synthesis of advanced feedback controllers. The emphasis of this course will be on mathematical foundations and numerical methods for system modeling from physical properties, identification, and advanced control of dynamical systems. ",Electrical and Computer Engineering,Advanced System Modelling and Control,8,Fall 2025
8498,GEOL 601,,,,GrM,SMG,"This course provides an advanced level understanding of large-scale scale deformation processes that shaped the Earth, including plate tectonics (e.g. evolution of subduction zones, spreading ridges) and other deformation processes at the scale of the entire crust and mantle such as the dynamics of mantle plumes, hotspots and the effect of large-scale meteorite impacts.",Geosciences,Advanced Tectonics and Geodynamics,6,Fall 2025
8022,PLS 741,,,,PhD,SSH,This course allows students to take topical courses from professors who are teaching courses on their primary areas of interest. These seminars are meant to broaden student understanding of particular issue areas in comparative politics.,Political Science and International Relations,Advanced Topics in Comparative Politics,8,Fall 2025
2521,PLS 541,,,,GrM,SSH,This course is meant to broaden student understanding of particular issue areas in comparative politics.,Political Science and International Relations,Advanced Topics in Comparative Politics,8,Fall 2025
3120,PLS 441,PLS 140 Introduction to Comparative Politics (223) (C- and above) AND PLS 210 Political Science Research Methods (129) (C- and above),,,UG,SSH,"This course allows students to take topical courses from professors who are teaching courses on their primary areas of interest. These seminars are meant to broaden student understanding of particular issue areas in comparative politics. Potential topics include immigration, nationalism, federalism, voting, party behavior, regional studies, institutions, judicial politics, interest groups, and more.  This course draws on the research expertise of professors in the department and gives students the opportunity to read, discuss, and write about core subject areas in greater depth in preparation for their thesis work.  ",Political Science and International Relations,Advanced Topics in Comparative Politics,6,Fall 2025
5062,TUR 575,,,,GrM,SSH,This course will be taught on a unique topic (i.e. not taught regularly) related to Turkic Studies. Students will complete a substantial project suitable international publication. This course can also be taught by visiting faculty. May be repeated for credit.,Kazakh Language and Turkic Studies,Advanced Topics in Turkic Studies,8,Fall 2025
5163,PETE 509,,,,GrM,SMG,"Well testing methods are used to estimate parameters of reservoirs such as permeability, skin factor, and drainage area. Different methods of well testing for oil and gas reservoirs are discussed and analyzed in this course. Hence, students will be able to design a well test operation and analyze data obtained from tests to improve the knowledge from hydrocarbon formations. ",Petroleum Engineering,Advanced Well Testing and Evaluation,6,Fall 2025
6139,CSCI 735,,,,PhD,SEDS,"This course aims to provide Ph.D students with the necessary skills and knowledge for modern communication systems and computer networks with the main focus on wireless technologies. Practical network design, management, and control-related problems are considered together with wireless technologies such as cellular networks (including 3G, 4G, 5G, wireless LAN) and infrastructure-less technologies  (Ad-Hoc Networks, WSNs). Distinct concepts and protocols in computer/communication network architectures such as addressing schemes, wireless variants of well-known routing and transport layer protocols, mobile IP and network design issues are considered. Case studies are provided for the application areas for wired/wireless technologies such as sensor networks, cloud computing, and the Internet of things (IoT).",Computer Science,Advanced Wireless Communication and Networks,8,Fall 2025
5317,MATH 776,,,,PhD,SSH,"The course is a blend of conceptual and practical aspects of numerical solutions of partial differential equations. Topics include finite difference, volume, and element methods, and explicit/implicit methods for time integration, convergence, consistency, stability, Courant-Friedrichs-Lewy criteria, Lax equivalence theorem, error analysis, Fourier-von Neumann stability analysis. Applications include the Poisson equation, heat equation, wave equation, advection-diffusion equation, and Stokes equation.",Mathematics,Advanced numerical methods for partial differential equations,8,Fall 2025
8090,MPE 651,,,,GrM,GSPP,"The course examines the design, implementation, and impact of agricultural policies. Students will examine the role of agriculture in economic development and food systems by applying economic principles to analyze key policy instruments, such as subsidies, price supports, and quotas. Through exercises and case studies, students will gain a practical understanding of how agricultural policies influence market outcomes and rural livelihoods. The course also covers trade policy, regional integration, and contemporary challenges in the agricultural and food sectors. Topics include agricultural trade, non-tariff barriers, the EAEU and EU’s CAP frameworks, food security, land governance, and environmental sustainability. Case studies and guest lectures from regional experts will provide practical insights. Students will be assessed based on their class participation, a midterm exam, group presentations, and case study analysis.",Master in Public Administration,Agricultural Policy Analysis,8,Fall 2025
8089,DPE 651,,,,PhD,GSPP,"The course examines the design, implementation, and impact of agricultural policies. Students will examine the role of agriculture in economic development and food systems by applying economic principles to analyze key policy instruments, such as subsidies, price supports, and quotas. Through exercises and case studies, students will gain a practical understanding of how agricultural policies influence market outcomes and rural livelihoods. The course also covers trade policy, regional integration, and contemporary challenges in the agricultural and food sectors. Topics include agricultural trade, non-tariff barriers, the EAEU and EU’s CAP frameworks, food security, land governance, and environmental sustainability. Case studies and guest lectures from regional experts will provide practical insights. Students will be assessed based on their class participation, a midterm exam, group presentations, and case study analysis.",PhD in Public Policy,Agricultural Policy Analysis,8,Fall 2025
2706,PHYS 550,,,,GrM,SSH,"This course covers essential mathematical techniques for solving practical problems in science and engineering. Topics include Fourier analysis, which is handy for signal processing and imaging, and differential equations, essential for modeling biological and economic systems. Students gain practical skills using computational software, making this course valuable for diverse scientific careers.",Physics,Analytical Methods in Science,8,Fall 2025
5302,PHYS 750,,,,PhD,SSH,"This course covers essential mathematical techniques for solving practical problems in science and engineering. Topics include Fourier analysis, which is handy for signal processing and imaging, and differential equations, essential for modeling biological and economic systems. Students gain practical skills using computational software, making this course valuable for diverse scientific careers.",Physics,Analytical Methods in Science,8,Fall 2025
4990,MBME 610,,,,GrM,SEDS,"This course is designed to cover the basics of human anatomy and physiology including anatomical terminology, cells and tissues, body parts, the musculoskeletal system, the nervous system, special senses, the cardiovascular system, ECG, the respiratory system, and urinary system.  The course provides a foundation in human anatomy appropriate for biomedical engineering professionals.  Learning objectives will be achieved through a combination of lecture and practical (on models) approaches, reinforced by clinical examples and analysis of how biomedical devices interface with anatomical structures. ",Chemical and Materials Engineering,Anatomy and Physiology for Biomedical Engineers,6,Fall 2025
1939,EDML 627,,,,GrM,GSE,This course focuses on the application of Content and Language Integrated Learning  in teaching,MA in Multilingual Education,Application of CLIL in Teaching,6,Fall 2025
8093,MAE 466,ENG 202 Numerical Methods in Engineering (5506) (D and above) AND MATH 162 Calculus II (170) (D and above),,,UG,SEDS,"The course aims to introduce students to the fundamentals of optimization theory. Specifically, the course aims to introduce students to the dynamic field of finding the local and/or global extrema of functions. The students will be able to learn concepts such as unconstrained and constrained optimization, convex and nonconvex optimization, gradient-based, stochastic, and mixed optimization, single shooting, multiple shooting, collocation, differential inclusion methods, homotopy optimization, direct and indirect methods, dynamic programming, linear and quadratic programming problems, etc.  ",Mechanical and Aerospace Engineering,Application of Optimization in Mechanical and Aerospace Engineering.,6,Fall 2025
5267,CHEM 520,,,,GrM,SSH,"This course will be a survey of the major up to date analytical methods including spectroscopic methods such as molecular absorption, atomic absorption and emission, fluorescence spectroscopy, mass spectrometry, methods of electroanalytical chemistry and surface analysis. Various analytical aspects of non-optical spectroscopy and microscopy, including atomic force and electron microscopy as well as gas and liquid chromatography will be covered. An introduction to relevant instrumentation and examples of typical applications of those methods will be discussed.

",Chemistry,Applied Analytical Chemistry ,6,Fall 2025
4105,MATH 477,MATH 351 Numerical Methods with Applications (1166) (C and above),,,UG,SSH,"Computer-aided Introduction to Finite Element Methods for solving initial/boundary value problems in science and engineering with industrial applications, implementation techniques.",Mathematics,Applied Finite Element Methods,6,Fall 2025
3692,MINE 503,,,,GrM,SMG,"This course will cover: sampling methodology. Merits of various advanced resource estimation methods variogram, estimation variance, block variance, kriging, and geostatistical simulation. Application of simulation methods in resource estimation including mining and petroleum and how to manage uncertainty in resources estimation.",Mining Engineering,Applied Geostatistics,6,Fall 2025
653,PHYS 315,(PHYS 172 Physics II for Physics Majors with Laboratory (1402) (C- and above) OR PHYS 162 Physics II for Scientists and Engineers with Laboratory (173) (C- and above)) AND MATH 274 Introduction to Differential Equations (484) (C- and above),,,UG,SSH,"This introductory undergraduate course offers a student-friendly overview of essential mathematical techniques in science and engineering. Students will learn general-purpose methods such as linear algebra, differential equations, and Fourier transforms, gaining practical analytical skills valuable in fields like biology, economics, engineering, and data science.",Physics,Applied Mathematical Methods,6,Fall 2025
5906,CHME 301,,,,UG,SEDS,"The analytical and numerical methods with chemical and materials engineering applications are covered in this course. The major topics in this course will include solution of ordinary differential equations, boundary value problems, partial differential equations, parameter estimation and optimization.
",Chemical and Materials Engineering,Applied Mathematics for Process Design,6,Fall 2025
6319,CHEM 518,,,,GrM,SSH,"Polymers are indispensable in our everyday life and surround us in a form of materials that we interact with on a regular basis without even fully realizing it: food, clothes, personal care, tableware, packaging, even our bodies themselves. Therefore, no education in Chemistry or any Life Science degree will be complete without studying general properties, synthesis, characteristics, functions, potential application and future of polymers. The first half of the course will be focusing on fundamental aspects of polymer chemistry, while the second half will be providing closer insights on polymers for pharmaceutical and biomedical applications. The course of Applied Polymer Science aims to describe the concepts and origins of polymer science; teach principles and steps of polymerization, their mechanisms and thermodynamic characteristics; provide knowledge on polymer characterization techniques; teach general properties of polymer materials; familiarize with techniques to synthesize various polymeric structures; introduce various polymeric structures for pharmaceutical applications, including tissue engineering and biotechnology (nano- and micro-structures, hydrogels); introduce different types of polymer-based drug delivery systems and their application; describe thiomers – the next generation of mucoadhesive polymers; develop critical thinking skills through a series of problem-solving tasks addressing complex problems; expose students to literature research in materials and polymer science.",Chemistry,Applied Polymer Science,8,Fall 2025
7988,ELCE 352,ELCE 200 Introduction to Electrical Circuits (4991) (D+ and above),,,UG,SEDS,"
This course offers a comprehensive exploration of MATLAB/SIMULINK for modeling, simulating, and analyzing electrical systems. From circuits to control systems, students gain practical skills through lab sessions and theoretical explanations, ensuring a thorough understanding of the subject matter.
",Electrical and Computer Engineering,Applied Simulation Laboratory,4,Fall 2025
82,MATH 310,MATH 161 Calculus I (118) (C and above),MATH 321 Probability (482) (C and above),,UG,SSH,"Descriptive statistics, measures of location and spread,graphic methods,basic probability properties, Bayes’ rule, probability distributions, expected value and variance, binomial and normal distributions,  point and interval estimation,hypothesis testing,one-sample and two-sample t-tests,chi-square tests,linear regression, quality measures, and assumption verification, ANOVA and multiple comparisons.",Mathematics,Applied Statistical Methods,6,Fall 2025
643,CSCI 390,CSCI 152 Performance and Data Structures (489) (C- and above),,,UG,SEDS,n/a,Computer Science,Artificial Intelligence,6,Fall 2025
8490,MPE 632,,,,GrM,GSPP,"This course explores the intersection of artificial intelligence (AI) and governance, examining how AI technologies are transforming public administration, policy-making, and citizen engagement. Through case studies, theoretical readings, and practical tools, students will critically analyze the opportunities and challenges of AI adoption in the public sector.",Master in Public Administration,Artificial Intelligence and Governance,8,Fall 2025
8488,DPE 632,,,,PhD,GSPP,"This course explores the intersection of artificial intelligence (AI) and governance, examining how AI technologies are transforming public administration, policy-making, and citizen engagement. Through case studies, theoretical readings, and practical tools, students will critically analyze the opportunities and challenges of AI adoption in the public sector.",PhD in Public Policy,Artificial Intelligence and Governance ,8,Fall 2025
1421,PHYS 463,MATH 162 Calculus II (170) (C- and above) AND PHYS 221 Classical Mechanics I (652) (C- and above) AND MATH 274 Introduction to Differential Equations (484) (C- and above),,,UG,SSH,"The course on star formation and evolution, supernovae, general relativety, including cosmology and black holes and high energy phenomena",Physics,Astrophysics and General Relativity ,6,Fall 2025
8494,MECE 735,,,,GrM,SEDS,"This course offers an in-depth introduction to the integration of industrial automation, the Industrial Internet of Things (IIoT), and cybersecurity, with particular focus on secure remote communication in industrial systems. Students begin with learning core automation concepts, including factory automation, programmable logic controllers (PLCs), their hardware, programming languages, and human-machine interfaces (HMIs). The course then explores how IoT technologies are embedded in industrial environments, addressing data communication, device connectivity, and interoperability. A strong emphasis is placed on cybersecurity principles specifically tailored to protect IIoT networks from vulnerabilities and cyber threats. ",Electrical and Computer Engineering,"Automation, IIOT and Cybersecurity",6,Fall 2025
3158,EDUC 571,,,,GrM,GSE,EDU571 provides students with a structured opportunity to improve oral and written Kazakh. For beginning/elementary learners. This will be taught as a Distance course utilizing one or more electronic learning environments,MSc Educational Leadership HE,Basic Kazakh,6,Fall 2025
7165,EDUC 581,,,,GrM,GSE,EDUC 581 provides students with a structured opportunity to improve oral and written Kazakh. For beginning/elementary learners.,MSc Educational Leadership HE,Basic Kazakh (MSc),4,Fall 2025
5038,CHME 200,,,,UG,SEDS,"This course is designed to introduce the Chemical Engineering students the basic chemical engineering concepts and methods of system analysis. The topics in this course will include introduction to engineering calculations, process and process variables, fundamentals of material balances, single- and multi-phase systems, and energy balances related to reactive and non-reactive systems. Some case studies of chemical process industries will also be analyzed in more details.  ",Chemical and Materials Engineering,Basic Principles and Calculations in Chemical Engineering,6,Fall 2025
8083,NUSM 410,NUSM 310 Capstone Project (7138) (C- and above),,,UG,SoM,Purpose of this course is to provide a life-like learning environment in which medical students will be able to develop and practice effective medical interviewing skills.,Medical Sciences,Basics of Medical Interviewing,0,Fall 2025
8084,NUSM 411a,NUSM 310 Capstone Project (7138) (C- and above),,,UG,SoM,This course is dedicated to teaching students to perform a physical examination.,Medical Sciences,Basics of Physical Examination,0,Fall 2025
7642,DUT 101,,,,UG,SSH,"This course is for beginners. During the course we will focus on all 4 main skills of language-learning: reading, listening, writing and speaking.","Languages, Literature and Linguistics",Beginning Dutch I,8,Fall 2025
3173,GER 101,,,,UG,SSH,"This course is for beginners. During the course we will focus on all 4 main skills of language-learning: reading, listening, writing and speaking as well as a 5th skill: audio-visual comprehension.","Languages, Literature and Linguistics",Beginning German,8,Fall 2025
4672,KOR 101,,,,UG,SSH,"This course is for beginners. During the course we will focus on all 4 main skills of language-learning: reading, listening, writing and speaking.   ","Languages, Literature and Linguistics",Beginning Korean I,8,Fall 2025
1384,CHN 101,,,,UG,SSH,n/a,"Languages, Literature and Linguistics",Beginning Mandarin I,8,Fall 2025
4474,PER 101,,,,UG,SSH,"The course is designed for those who have little or no prior knowledge of the Persian language and, therefore, aims to introduce students to the basic grammar, vocabulary, and fundamental structures of written and oral Persian. ","Languages, Literature and Linguistics",Beginning Persian I ,8,Fall 2025
7641,POL 101,,,,UG,SSH,"This course is for beginners. During the course we will focus on all 4 main skills of language-learning: reading, listening, writing and speaking. One of the main goals is to introduce students to the Polish language, culture and history and to encourage them to explore the linguistic and cultural space on their own.","Languages, Literature and Linguistics",Beginning Polish,8,Fall 2025
8214,POL 102,POL 101 Beginning Polish (7641) (C- and above),,,UG,SSH,"This course is for beginners. During the course we will focus on all 4 main skills of language-learning: reading, listening, writing and speaking. One of the main goals is to introduce students to the Polish language, culture and history and to encourage them to explore the linguistic and cultural space on their own.","Languages, Literature and Linguistics",Beginning Polish II,8,Fall 2025
685,SPA 101,,,,UG,SSH,n/a,"Languages, Literature and Linguistics",Beginning Spanish I,8,Fall 2025
6350,CEE 450,CEE 300 Structural Design – Concrete (5895) (D and above) AND CEE 301 Structural Design – Steel (6157) (D and above),,,UG,SEDS,"The objective of this module is to provide students with abilities to conduct structural analysis and design as a whole system. It is a synchronization of previous modules: Structural Analysis, Structural Design Concrete and Structural Design Steel.",Civil and Environmental Engineering,Behavior and Design of Structural System,6,Fall 2025
2960,ANT 101,,,,UG,SSH,"This course presents the four main subfields of Anthropology.  It is aimed at students interested in what it means to be human, and those curious about the Anthropology major. 
",Sociology and Anthropology,Being Human: An Introduction to Four Field Anthropology,6,Fall 2025
3829,EMEM 539,,,,GrM,SEDS,"This course includes two modules: The Big Data module and the Information Management module. By the end of the course students will be expected, among others, to be able to:
1.	apply a set of cross-functional techniques: (i) Computer Science: Databases and their technologies  and Information Management, (ii) Statistical and (iii) Management Science/Operations Research optimization.
2.	take decisions by handling big data in various companies such as: Banking, Insurance, Logistics/SCM, large supermarkets, and other industrial, computer and service firms. 
3.	gain the knowledge, skills, and abilities to manage information technology systems effectively.   
4.	formulate and execute IT policies, strategies, plans and procedures.

",Civil and Environmental Engineering,Big Data and Information Management  ,6,Fall 2025
2002,BIOL 341,CHEM 211 Organic Chemistry I (154) (C and above),,,UG,SSH,"This course aims to describe and explain, in molecular terms, all the chemical processes of the living cell.",Biological Science,Biochemistry I,6,Fall 2025
1058,CHEM 341,CHEM 211 Organic Chemistry I (154) (C and above),,,UG,SSH,"An introduction to the chemistry of living things with a focus on the structure and function of proteins, nucleic acids, lipids and carbohydrates, mechanism and kinetics of enzymatic reactions and regulation and vitamins.",Chemistry,Biochemistry I,6,Fall 2025
1823,BIOL 321,BIOL 120 Modern Biology II (1195) (C and above),,,UG,SSH,"This course begins with a brief overview of ethics, values and principles relevant to ethics of biological sciences and biomedicine.",Biological Science,Bioethics,6,Fall 2025
8520,MSBM 501,,,,GrM,SoM,"The course is focused on theoretical concepts of Bioethics in Biomedical Research and the application of these concepts in research, innovations and future perspectives",Master of Sciences in Biomedicine,Bioethics,6,Fall 2025
1217,BIOL 456,,,BIOL 355 Critical Research Reasoning (1000) (C and above),UG,SSH,This course will provide students with an overview of research proposals and an immersion into the art of planning research and writing a research proposal.,Biological Science,Biology Research Design,6,Fall 2025
8491,NUSM 102,,,,UG,SoM,"Biology for Medical Students I with Lab course focuses on the fundamental principles of molecular biology, cell biology, biochemistry and evolution. These principles are introduced at the molecular level: the structure and function of biological macromolecules, how these molecules integrated into the cell, the basics of cellular metabolism, gene replication, expression and evolution. The course provides students with foundation that is essential to understand the basic mechanisms of life on cellular level with further implications for health/disease and biotechnology and includes research laboratory part.",Medical Sciences,Biology for Medical students I with Lab,8,Fall 2025
5261,BIOL 380,BIOL 120 Modern Biology II (1195) (C and above),,,UG,SSH,Biology of Behavior covers the biological basis of human behavior and nervous system diseases. ,Biological Science,Biology of Behavior,6,Fall 2025
